id,formula,elements,family,family_reason,metal_sub_family,metal_supplier,alloy_validation,batch_size_g,max_workshop_g,scale_limit_reason,ingredients,firing_schedule,estimated_cost_eur,confidence,confidence_reason,warnings,safety_flags,db_temp_c,crystal_system,space_group,bandgap_ev
Bi8P4Tm18Y2,Bi8P4Tm18Y2,"{""Bi"": 8, ""P"": 4, ""Tm"": 18, ""Y"": 2}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Bi"", ""precursor"": ""Bi"", ""name"": ""bismuth metal"", ""mass_g"": 66.7, ""safety"": ""SAFE"", ""supplier"": ""low-temp alloy use""}, {""element"": ""P"", ""precursor"": ""Fe3P"", ""name"": ""ferrophosphorus (liquid-phase sintering aid)"", ""mass_g"": 31.7, ""safety"": ""SAFE"", ""supplier"": ""never use elemental P — flammable""}, {""element"": ""Tm"", ""precursor"": ""Tm"", ""name"": ""thulium metal"", ""mass_g"": 121.3, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}, {""element"": ""Y"", ""precursor"": ""Y"", ""name"": ""yttrium metal"", ""mass_g"": 7.1, ""safety"": ""MODERATE"", ""supplier"": """"}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",8.74,MEDIUM,"4 elements, 1 rare; template applicable",[],Tm: DANGEROUS — expensive; Y: MODERATE — ,900,orthorhombic,Pmc2_1,
Ag3Er10In1Ni4Y6,Ag3Er10In1Ni4Y6,"{""Ag"": 3, ""Er"": 10, ""In"": 1, ""Ni"": 4, ""Y"": 6}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Ag"", ""precursor"": ""Ag"", ""name"": ""silver metal"", ""mass_g"": 22.5, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}, {""element"": ""Er"", ""precursor"": ""Er"", ""name"": ""erbium metal"", ""mass_g"": 116.2, ""safety"": ""MODERATE"", ""supplier"": ""Sigma; expensive""}, {""element"": ""In"", ""precursor"": ""In"", ""name"": ""indium metal"", ""mass_g"": 8.0, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}, {""element"": ""Ni"", ""precursor"": ""Ni"", ""name"": ""nickel shot/powder"", ""mass_g"": 16.3, ""safety"": ""DANGEROUS"", ""supplier"": ""IARC Group 1, N95""}, {""element"": ""Y"", ""precursor"": ""Y"", ""name"": ""yttrium metal"", ""mass_g"": 37.1, ""safety"": ""MODERATE"", ""supplier"": """"}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",10.01,LOW,"3 rare elements, speculative composition",[],"Ag: DANGEROUS — expensive; Er: MODERATE — Sigma; expensive; In: DANGEROUS — expensive; Ni: DANGEROUS — IARC Group 1, N95; Y: MODERATE — ",1200,trigonal,R3m,
As1Ge2Nb4P1Zr4,As1Ge2Nb4P1Zr4,,excluded_toxic,toxic element in metallic context,,,,,,,,,,EXCLUDED,,,,,,,
Ca1La6O3Si8Y3,Ca1La6O3Si8Y3,"{""Ca"": 1, ""La"": 6, ""O"": 3, ""Si"": 8, ""Y"": 3}",unknown,no matching family,,,,200,500,conservative default for unknown family,"[{""element"": ""Ca"", ""precursor"": ""CaCO3"", ""name"": ""calcium carbonate / limestone"", ""mass_g"": 14.2, ""safety"": ""SAFE"", ""supplier"": ""Keramik-Kraft, hardware store""}, {""element"": ""La"", ""precursor"": ""La2O3"", ""name"": ""lanthanum oxide"", ""mass_g"": 138.4, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich""}, {""element"": ""Si"", ""precursor"": ""SiO2"", ""name"": ""quartz flour / silica"", ""mass_g"": 68.0, ""safety"": ""SAFE"", ""supplier"": ""hardware store (Quarzmehl)""}, {""element"": ""Y"", ""precursor"": ""Y2O3"", ""name"": ""yttrium oxide"", ""mass_g"": 47.9, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich ~€10-30/kg""}]","{""peak_c"": null, ""why"": ""no template""}",8.59,LOW,no family matched,[],La2O3: MODERATE — Sigma-Aldrich; Y2O3: MODERATE — Sigma-Aldrich ~€10-30/kg,1200,orthorhombic,Amm2,0.0032
C6Cr11Mn9Mo2Si1,C6Cr11Mn9Mo2Si1,"{""C"": 6, ""Cr"": 11, ""Mn"": 9, ""Mo"": 2, ""Si"": 1}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""C"", ""precursor"": ""C"", ""name"": ""graphite powder"", ""mass_g"": 10.6, ""safety"": ""SAFE"", ""supplier"": ""hardware store""}, {""element"": ""Cr"", ""precursor"": ""Cr"", ""name"": ""chromium metal"", ""mass_g"": 84.2, ""safety"": ""SAFE"", ""supplier"": """"}, {""element"": ""Mn"", ""precursor"": ""Mn"", ""name"": ""manganese flakes"", ""mass_g"": 72.8, ""safety"": ""MODERATE"", ""supplier"": ""neurotoxic dust, N95""}, {""element"": ""Mo"", ""precursor"": ""Mo"", ""name"": ""molybdenum powder"", ""mass_g"": 28.3, ""safety"": ""SAFE"", ""supplier"": """"}, {""element"": ""Si"", ""precursor"": ""Si"", ""name"": ""silicon granules"", ""mass_g"": 4.1, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",7.22,MEDIUM,"5 elements, 0 rare; template applicable",[],"Mn: MODERATE — neurotoxic dust, N95",1500,orthorhombic,Imm2,0.0003
Al20Nd1Ru4Tm1,Al20Nd1Ru4Tm1,"{""Al"": 20, ""Nd"": 1, ""Ru"": 4, ""Tm"": 1}",metal_pm_only,"metallic composition, PM approach",generic_aluminum_alloy,commercial Al ingot,BORDERLINE,200,500,die press size; larger compacts crack,"[{""element"": ""Al"", ""precursor"": ""Al"", ""name"": ""aluminum powder"", ""mass_g"": 86.1, ""safety"": ""MODERATE"", ""supplier"": ""dust explosion hazard, no open flame""}, {""element"": ""Nd"", ""precursor"": ""Nd"", ""name"": ""neodymium metal"", ""mass_g"": 23.0, ""safety"": ""MODERATE"", ""supplier"": ""expensive""}, {""element"": ""Tm"", ""precursor"": ""Tm"", ""name"": ""thulium metal"", ""mass_g"": 27.0, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",3.19,MEDIUM,"4 elements, 2 rare; template applicable",no precursor data for element Ru,"Al: MODERATE — dust explosion hazard, no open flame; Nd: MODERATE — expensive; Tm: DANGEROUS — expensive",1200,orthorhombic,Amm2,0.0075
Cd6Li2Ru2Tb9Y9,Cd6Li2Ru2Tb9Y9,,excluded_toxic,toxic element in metallic context,,,,,,,,,,EXCLUDED,,,,,,,
Cu2Er6Ge1Si5,Cu2Er6Ge1Si5,"{""Cu"": 2, ""Er"": 6, ""Ge"": 1, ""Si"": 5}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Cu"", ""precursor"": ""Cu"", ""name"": ""copper shot/powder"", ""mass_g"": 18.9, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Er"", ""precursor"": ""Er"", ""name"": ""erbium metal"", ""mass_g"": 149.4, ""safety"": ""MODERATE"", ""supplier"": ""Sigma; expensive""}, {""element"": ""Ge"", ""precursor"": ""Ge"", ""name"": ""germanium metal"", ""mass_g"": 10.8, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}, {""element"": ""Si"", ""precursor"": ""Si"", ""name"": ""silicon granules"", ""mass_g"": 20.9, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",9.0,MEDIUM,"4 elements, 2 rare; template applicable",[],Er: MODERATE — Sigma; expensive; Ge: DANGEROUS — expensive,1250,monoclinic,Cm,0.0023
Be24Ce1Cu2Nd1,Be24Ce1Cu2Nd1,,excluded_toxic,toxic element in metallic context,,,,,,,,,,EXCLUDED,,,,,,,
Gd2In6Nd1O18Pr3,Gd2In6Nd1O18Pr3,"{""Gd"": 2, ""In"": 6, ""Nd"": 1, ""O"": 18, ""Pr"": 3}",rare_earth_oxide,rare-earth-containing oxide ceramic,,,,100,300,rare-earth cost; keep batches small,"[{""element"": ""Gd"", ""precursor"": ""Gd2O3"", ""name"": ""gadolinium oxide"", ""mass_g"": 19.5, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich""}, {""element"": ""In"", ""precursor"": ""In2O3"", ""name"": ""indium oxide"", ""mass_g"": 44.8, ""safety"": ""DANGEROUS"", ""supplier"": ""EXPENSIVE""}, {""element"": ""Nd"", ""precursor"": ""Nd2O3"", ""name"": ""neodymium oxide"", ""mass_g"": 9.1, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich""}, {""element"": ""Pr"", ""precursor"": ""Pr6O11"", ""name"": ""praseodymium oxide"", ""mass_g"": 27.5, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich""}]","{""calcine_c"": 900, ""calcine_h"": 2, ""sinter_c"": 1200, ""sinter_range_c"": [1100, 1300], ""sinter_h"": 4, ""ramp"": ""3°C/min""}",89.77,LOW,"4 rare elements, speculative composition",[],Gd2O3: MODERATE — Sigma-Aldrich; In2O3: DANGEROUS — EXPENSIVE; Nd2O3: MODERATE — Sigma-Aldrich; Pr6O11: MODERATE — Sigma-Aldrich,1200,trigonal,P3,1.8913
Co16Er5Li2P12Tm1,Co16Er5Li2P12Tm1,"{""Co"": 16, ""Er"": 5, ""Li"": 2, ""P"": 12, ""Tm"": 1}",metal_pm_only,"Fe/Ni/Co-dominant, needs PM sintering (mp > kiln)",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Co"", ""precursor"": ""Co"", ""name"": ""cobalt powder"", ""mass_g"": 80.8, ""safety"": ""MODERATE"", ""supplier"": ""IARC 2B, N95""}, {""element"": ""Er"", ""precursor"": ""Er"", ""name"": ""erbium metal"", ""mass_g"": 71.7, ""safety"": ""MODERATE"", ""supplier"": ""Sigma; expensive""}, {""element"": ""Li"", ""precursor"": ""Li2CO3"", ""name"": ""lithium carbonate (NEVER elemental Li)"", ""mass_g"": 6.3, ""safety"": ""SAFE"", ""supplier"": ""laborladen; NEVER use Li metal""}, {""element"": ""P"", ""precursor"": ""Fe3P"", ""name"": ""ferrophosphorus (liquid-phase sintering aid)"", ""mass_g"": 204.1, ""safety"": ""SAFE"", ""supplier"": ""never use elemental P — flammable""}, {""element"": ""Tm"", ""precursor"": ""Tm"", ""name"": ""thulium metal"", ""mass_g"": 14.5, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",10.96,MEDIUM,"5 elements, 2 rare; template applicable",[],"Co: MODERATE — IARC 2B, N95; Er: MODERATE — Sigma; expensive; Tm: DANGEROUS — expensive",1200,monoclinic,Pm,0.0036
Li4Nd3Si4Sn2Tm1,Li4Nd3Si4Sn2Tm1,"{""Li"": 4, ""Nd"": 3, ""Si"": 4, ""Sn"": 2, ""Tm"": 1}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Li"", ""precursor"": ""Li2CO3"", ""name"": ""lithium carbonate (NEVER elemental Li)"", ""mass_g"": 30.2, ""safety"": ""SAFE"", ""supplier"": ""laborladen; NEVER use Li metal""}, {""element"": ""Nd"", ""precursor"": ""Nd"", ""name"": ""neodymium metal"", ""mass_g"": 88.4, ""safety"": ""MODERATE"", ""supplier"": ""expensive""}, {""element"": ""Si"", ""precursor"": ""Si"", ""name"": ""silicon granules"", ""mass_g"": 22.9, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Sn"", ""precursor"": ""Sn"", ""name"": ""tin ingot"", ""mass_g"": 48.5, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Tm"", ""precursor"": ""Tm"", ""name"": ""thulium metal"", ""mass_g"": 34.5, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",10.78,MEDIUM,"5 elements, 2 rare; template applicable",[],Nd: MODERATE — expensive; Tm: DANGEROUS — expensive,1200,orthorhombic,Amm2,0.0077
Si6Tb8Tm2,Si6Tb8Tm2,"{""Si"": 6, ""Tb"": 8, ""Tm"": 2}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Si"", ""precursor"": ""Si"", ""name"": ""silicon granules"", ""mass_g"": 19.0, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Tb"", ""precursor"": ""Tb"", ""name"": ""terbium metal"", ""mass_g"": 143.0, ""safety"": ""DANGEROUS"", ""supplier"": ""EXTREME COST""}, {""element"": ""Tm"", ""precursor"": ""Tm"", ""name"": ""thulium metal"", ""mass_g"": 38.0, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",9.43,MEDIUM,"3 elements, 2 rare; template applicable",[],Tb: DANGEROUS — EXTREME COST; Tm: DANGEROUS — expensive,1400,trigonal,P-31m,0.0046
Li3Pr8Ru1Si12,Li3Pr8Ru1Si12,"{""Li"": 3, ""Pr"": 8, ""Ru"": 1, ""Si"": 12}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Li"", ""precursor"": ""Li2CO3"", ""name"": ""lithium carbonate (NEVER elemental Li)"", ""mass_g"": 14.0, ""safety"": ""SAFE"", ""supplier"": ""laborladen; NEVER use Li metal""}, {""element"": ""Pr"", ""precursor"": ""Pr"", ""name"": ""praseodymium metal"", ""mass_g"": 142.2, ""safety"": ""MODERATE"", ""supplier"": ""expensive""}, {""element"": ""Si"", ""precursor"": ""Si"", ""name"": ""silicon granules"", ""mass_g"": 42.5, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",9.22,MEDIUM,"4 elements, 1 rare; template applicable",no precursor data for element Ru,Pr: MODERATE — expensive,1200,trigonal,P3m1,0.0097
Cu2Ru2Si4Tb2Tm2,Cu2Ru2Si4Tb2Tm2,"{""Cu"": 2, ""Ru"": 2, ""Si"": 4, ""Tb"": 2, ""Tm"": 2}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Cu"", ""precursor"": ""Cu"", ""name"": ""copper shot/powder"", ""mass_g"": 23.2, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Si"", ""precursor"": ""Si"", ""name"": ""silicon granules"", ""mass_g"": 20.5, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Tb"", ""precursor"": ""Tb"", ""name"": ""terbium metal"", ""mass_g"": 58.0, ""safety"": ""DANGEROUS"", ""supplier"": ""EXTREME COST""}, {""element"": ""Tm"", ""precursor"": ""Tm"", ""name"": ""thulium metal"", ""mass_g"": 61.7, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",7.09,MEDIUM,"5 elements, 2 rare; template applicable",no precursor data for element Ru,Tb: DANGEROUS — EXTREME COST; Tm: DANGEROUS — expensive,1200,monoclinic,P2_1/m,0.0057
Co5Er3In1Tm9,Co5Er3In1Tm9,"{""Co"": 5, ""Er"": 3, ""In"": 1, ""Tm"": 9}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Co"", ""precursor"": ""Co"", ""name"": ""cobalt powder"", ""mass_g"": 24.2, ""safety"": ""MODERATE"", ""supplier"": ""IARC 2B, N95""}, {""element"": ""Er"", ""precursor"": ""Er"", ""name"": ""erbium metal"", ""mass_g"": 41.3, ""safety"": ""MODERATE"", ""supplier"": ""Sigma; expensive""}, {""element"": ""In"", ""precursor"": ""In"", ""name"": ""indium metal"", ""mass_g"": 9.4, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}, {""element"": ""Tm"", ""precursor"": ""Tm"", ""name"": ""thulium metal"", ""mass_g"": 125.0, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",10.0,LOW,"3 rare elements, speculative composition",[],"Co: MODERATE — IARC 2B, N95; Er: MODERATE — Sigma; expensive; In: DANGEROUS — expensive; Tm: DANGEROUS — expensive",1200,monoclinic,Cm,
Pb16Pr16Sm3Tm1,Pb16Pr16Sm3Tm1,"{""Pb"": 16, ""Pr"": 16, ""Sm"": 3, ""Tm"": 1}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Pb"", ""precursor"": ""Pb"", ""name"": ""lead metal"", ""mass_g"": 107.1, ""safety"": ""DANGEROUS"", ""supplier"": ""toxic; historical solder alloys""}, {""element"": ""Pr"", ""precursor"": ""Pr"", ""name"": ""praseodymium metal"", ""mass_g"": 72.8, ""safety"": ""MODERATE"", ""supplier"": ""expensive""}, {""element"": ""Sm"", ""precursor"": ""Sm"", ""name"": ""samarium metal"", ""mass_g"": 14.6, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}, {""element"": ""Tm"", ""precursor"": ""Tm"", ""name"": ""thulium metal"", ""mass_g"": 5.5, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",5.72,LOW,"3 rare elements, speculative composition",[],Pb: DANGEROUS — toxic; historical solder alloys; Pr: MODERATE — expensive; Sm: DANGEROUS — expensive; Tm: DANGEROUS — expensive,800,monoclinic,Pm,
C12Fe2Nd6Ti2,C12Fe2Nd6Ti2,"{""C"": 12, ""Fe"": 2, ""Nd"": 6, ""Ti"": 2}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""C"", ""precursor"": ""C"", ""name"": ""graphite powder"", ""mass_g"": 23.7, ""safety"": ""SAFE"", ""supplier"": ""hardware store""}, {""element"": ""Fe"", ""precursor"": ""Fe"", ""name"": ""iron powder -325 mesh"", ""mass_g"": 18.4, ""safety"": ""MODERATE"", ""supplier"": ""metal supplier; dust N95""}, {""element"": ""Nd"", ""precursor"": ""Nd"", ""name"": ""neodymium metal"", ""mass_g"": 142.2, ""safety"": ""MODERATE"", ""supplier"": ""expensive""}, {""element"": ""Ti"", ""precursor"": ""Ti"", ""name"": ""titanium powder"", ""mass_g"": 15.7, ""safety"": ""MODERATE"", ""supplier"": ""dust flammable""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",8.04,MEDIUM,"4 elements, 1 rare; template applicable",[],Fe: MODERATE — metal supplier; dust N95; Nd: MODERATE — expensive; Ti: MODERATE — dust flammable,1200,hexagonal,P6_3/m,0.0077
C18Fe12Y11,C18Fe12Y11,"{""C"": 18, ""Fe"": 12, ""Y"": 11}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""C"", ""precursor"": ""C"", ""name"": ""graphite powder"", ""mass_g"": 23.2, ""safety"": ""SAFE"", ""supplier"": ""hardware store""}, {""element"": ""Fe"", ""precursor"": ""Fe"", ""name"": ""iron powder -325 mesh"", ""mass_g"": 71.9, ""safety"": ""MODERATE"", ""supplier"": ""metal supplier; dust N95""}, {""element"": ""Y"", ""precursor"": ""Y"", ""name"": ""yttrium metal"", ""mass_g"": 104.9, ""safety"": ""MODERATE"", ""supplier"": """"}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",6.08,MEDIUM,standard template applied,[],Fe: MODERATE — metal supplier; dust N95; Y: MODERATE — ,150,cubic,I-43m,
Er3Ru6Si10Tb1,Er3Ru6Si10Tb1,"{""Er"": 3, ""Ru"": 6, ""Si"": 10, ""Tb"": 1}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Er"", ""precursor"": ""Er"", ""name"": ""erbium metal"", ""mass_g"": 65.1, ""safety"": ""MODERATE"", ""supplier"": ""Sigma; expensive""}, {""element"": ""Si"", ""precursor"": ""Si"", ""name"": ""silicon granules"", ""mass_g"": 36.4, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Tb"", ""precursor"": ""Tb"", ""name"": ""terbium metal"", ""mass_g"": 20.6, ""safety"": ""DANGEROUS"", ""supplier"": ""EXTREME COST""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",5.01,MEDIUM,"4 elements, 2 rare; template applicable",no precursor data for element Ru,Er: MODERATE — Sigma; expensive; Tb: DANGEROUS — EXTREME COST,1200,monoclinic,Cm,
Ni6Sc1W1,Ni6Sc1W1,"{""Ni"": 6, ""Sc"": 1, ""W"": 1}",metal_pm_only,"Fe/Ni/Co-dominant, needs PM sintering (mp > kiln)",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Ni"", ""precursor"": ""Ni"", ""name"": ""nickel shot/powder"", ""mass_g"": 121.2, ""safety"": ""DANGEROUS"", ""supplier"": ""IARC Group 1, N95""}, {""element"": ""Sc"", ""precursor"": ""Sc"", ""name"": ""scandium metal"", ""mass_g"": 15.5, ""safety"": ""DANGEROUS"", ""supplier"": ""extremely expensive""}, {""element"": ""W"", ""precursor"": ""W"", ""name"": ""tungsten powder"", ""mass_g"": 63.3, ""safety"": ""SAFE"", ""supplier"": ""heavy, use small amounts""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",10.0,MEDIUM,"3 elements, 1 rare; template applicable",[],"Ni: DANGEROUS — IARC Group 1, N95; Sc: DANGEROUS — extremely expensive",1500,hexagonal,P-6m2,0.0067
